matchId,gameVersion,queueId,gameCreation,bans_blue,bans_red,picks_blue,picks_red,winner,side_blue_pick_count,side_red_pick_count,bans_blue_names,bans_red_names,picks_blue_names,picks_red_names,label,vector
LA1_1643209848,15.16.704.6097,420,1755485847501,"[51, 105, 875, 99, -1]","[360, 122, 25, 11, 1]","[82, 77, 90, 895, 201]","[36, 141, 127, 15, 54]",BLUE,5,5,"['Caitlyn', 'Fizz', 'Sett', 'Lux', 'NoBan']","['Samira', 'Darius', 'Morgana', 'Master Yi', 'Annie']","['Mordekaiser', 'Udyr', 'Malzahar', 'Nilah', 'Braum']","['Dr. Mundo', 'Kayn', 'Lissandra', 'Sivir', 'Malphite']",1,"[82, 77, 90, 895, 201, 36, 141, 127, 15, 54, 1]"
LA1_1642820035,15.16.704.6097,420,1755382215629,"[75, 800, 84, 36, 51]","[800, 106, 82, 45, 84]","[897, 11, 127, 145, 902]","[14, 80, 7, 18, 115]",BLUE,5,5,"['Nasus', 'Mel', 'Akali', 'Dr. Mundo', 'Caitlyn']","['Mel', 'Volibear', 'Mordekaiser', 'Veigar', 'Akali']","[""K'Sante"", 'Master Yi', 'Lissandra', ""Kai'Sa"", 'Milio']","['Sion', 'Pantheon', 'LeBlanc', 'Tristana', 'Ziggs']",1,"[897, 11, 127, 145, 902, 14, 80, 7, 18, 115, 1]"
LA1_1642831138,15.16.704.6097,420,1755384633535,"[223, 157, 56, 51, 82]","[141, 90, 11, 804, 17]","[893, 233, 115, 29, 53]","[8, 33, 950, 429, 267]",BLUE,5,5,"['Tahm Kench', 'Yasuo', 'Nocturne', 'Caitlyn', 'Mordekaiser']","['Kayn', 'Malzahar', 'Master Yi', 'Yunara', 'Teemo']","['Aurora', 'Briar', 'Ziggs', 'Twitch', 'Blitzcrank']","['Vladimir', 'Rammus', 'Naafiri', 'Kalista', 'Nami']",1,"[893, 233, 115, 29, 53, 8, 33, 950, 429, 267, 1]"
LA1_1644675128,15.16.706.7476,420,1755999633358,"[63, 82, 28, 77, 55]","[804, 122, 81, 254, 203]","[74, 56, 131, 67, 44]","[31, 106, 268, 145, 518]",BLUE,5,5,"['Brand', 'Mordekaiser', 'Evelynn', 'Udyr', 'Katarina']","['Yunara', 'Darius', 'Ezreal', 'Vi', 'Kindred']","['Heimerdinger', 'Nocturne', 'Diana', 'Vayne', 'Taric']","[""Cho'Gath"", 'Volibear', 'Azir', ""Kai'Sa"", 'Neeko']",1,"[74, 56, 131, 67, 44, 31, 106, 268, 145, 518, 1]"
LA1_1642151757,15.16.704.1925,420,1755142976077,"[223, 3, 51, 875, 234]","[84, 800, 82, 111, 18]","[122, 56, 147, 96, 267]","[83, 64, 103, 895, 16]",BLUE,5,5,"['Tahm Kench', 'Galio', 'Caitlyn', 'Sett', 'Viego']","['Akali', 'Mel', 'Mordekaiser', 'Nautilus', 'Tristana']","['Darius', 'Nocturne', 'Seraphine', ""Kog'Maw"", 'Nami']","['Yorick', 'Lee Sin', 'Ahri', 'Nilah', 'Soraka']",1,"[122, 56, 147, 96, 267, 83, 64, 103, 895, 16, 1]"
LA1_1642821751,15.16.704.6097,420,1755382981653,"[202, 90, 103, -1, 11]","[11, 54, 51, 53, -1]","[27, 234, 112, 222, 99]","[875, 23, 238, 22, 50]",RED,5,5,"['Jhin', 'Malzahar', 'Ahri', 'NoBan', 'Master Yi']","['Master Yi', 'Malphite', 'Caitlyn', 'Blitzcrank', 'NoBan']","['Singed', 'Viego', 'Viktor', 'Jinx', 'Lux']","['Sett', 'Tryndamere', 'Zed', 'Ashe', 'Swain']",0,"[27, 234, 112, 222, 99, 875, 23, 238, 22, 50, 0]"
LA1_1644918834,15.16.706.7476,420,1756077957135,"[777, 141, 84, 24, 804]","[62, 804, 222, 82, 112]","[54, 11, 161, 145, 800]","[875, 106, 238, 202, 25]",RED,5,5,"['Yone', 'Kayn', 'Akali', 'Jax', 'Yunara']","['Wukong', 'Yunara', 'Jinx', 'Mordekaiser', 'Viktor']","['Malphite', 'Master Yi', ""Vel'Koz"", ""Kai'Sa"", 'Mel']","['Sett', 'Volibear', 'Zed', 'Jhin', 'Morgana']",0,"[54, 11, 161, 145, 800, 875, 106, 238, 202, 25, 0]"
LA1_1644947998,15.16.706.7476,420,1756083313396,"[35, 90, 222, 8, 83]","[18, 82, 84, -1, 80]","[901, 19, 45, 202, 44]","[111, 141, 163, 804, 12]",RED,5,5,"['Shaco', 'Malzahar', 'Jinx', 'Vladimir', 'Yorick']","['Tristana', 'Mordekaiser', 'Akali', 'NoBan', 'Pantheon']","['Smolder', 'Warwick', 'Veigar', 'Jhin', 'Taric']","['Nautilus', 'Kayn', 'Taliyah', 'Yunara', 'Alistar']",0,"[901, 19, 45, 202, 44, 111, 141, 163, 804, 12, 0]"
LA1_1645115905,15.16.706.7476,420,1756149543178,"[86, 90, 122, 67, 25]","[82, 238, 51, 222, 85]","[897, 102, 950, 804, 53]","[266, 48, 45, 202, 37]",BLUE,5,5,"['Garen', 'Malzahar', 'Darius', 'Vayne', 'Morgana']","['Mordekaiser', 'Zed', 'Caitlyn', 'Jinx', 'Kennen']","[""K'Sante"", 'Shyvana', 'Naafiri', 'Yunara', 'Blitzcrank']","['Aatrox', 'Trundle', 'Veigar', 'Jhin', 'Sona']",1,"[897, 102, 950, 804, 53, 266, 48, 45, 202, 37, 1]"
LA1_1645155864,15.16.706.7476,420,1756162182407,"[238, 17, 804, 84, 800]","[99, 887, 51, 82, 141]","[48, 233, 45, 202, 35]","[266, 234, 7, 22, 161]",BLUE,5,5,"['Zed', 'Teemo', 'Yunara', 'Akali', 'Mel']","['Lux', 'Gwen', 'Caitlyn', 'Mordekaiser', 'Kayn']","['Trundle', 'Briar', 'Veigar', 'Jhin', 'Shaco']","['Aatrox', 'Viego', 'LeBlanc', 'Ashe', ""Vel'Koz""]",1,"[48, 233, 45, 202, 35, 266, 234, 7, 22, 161, 1]"
LA1_1642320365,15.16.704.6097,420,1755213954802,"[56, 119, 238, -1, 157]","[32, 122, 111, 526, 56]","[106, 200, 84, 222, 412]","[24, 131, 134, 21, 235]",RED,5,5,"['Nocturne', 'Draven', 'Zed', 'NoBan', 'Yasuo']","['Amumu', 'Darius', 'Nautilus', 'Rell', 'Nocturne']","['Volibear', ""Bel'Veth"", 'Akali', 'Jinx', 'Thresh']","['Jax', 'Diana', 'Syndra', 'Miss Fortune', 'Senna']",0,"[106, 200, 84, 222, 412, 24, 131, 134, 21, 235, 0]"
LA1_1644886857,15.16.706.7476,420,1756071508685,"[555, 134, 17, 804, 893]","[35, 233, 25, 82, -1]","[58, 59, 711, 202, 89]","[54, 62, 91, 15, 161]",BLUE,5,5,"['Pyke', 'Syndra', 'Teemo', 'Yunara', 'Aurora']","['Shaco', 'Briar', 'Morgana', 'Mordekaiser', 'NoBan']","['Renekton', 'Jarvan IV', 'Vex', 'Jhin', 'Leona']","['Malphite', 'Wukong', 'Talon', 'Sivir', ""Vel'Koz""]",1,"[58, 59, 711, 202, 89, 54, 62, 91, 15, 161, 1]"
LA1_1641996452,15.16.702.7993,420,1755103327589,"[51, 360, 86, 77, 4]","[141, 83, 25, 238, 711]","[799, 11, 7, 67, 267]","[36, 517, 42, 90, 37]",BLUE,5,5,"['Caitlyn', 'Samira', 'Garen', 'Udyr', 'Twisted Fate']","['Kayn', 'Yorick', 'Morgana', 'Zed', 'Vex']","['Ambessa', 'Master Yi', 'LeBlanc', 'Vayne', 'Nami']","['Dr. Mundo', 'Sylas', 'Corki', 'Malzahar', 'Sona']",1,"[799, 11, 7, 67, 267, 36, 517, 42, 90, 37, 1]"
LA1_1642863147,15.16.704.6097,420,1755391168307,"[21, 48, 800, 875, 53]","[111, 25, 90, 11, 80]","[150, 64, 518, 51, 267]","[98, 887, 517, 222, 143]",RED,5,5,"['Miss Fortune', 'Trundle', 'Mel', 'Sett', 'Blitzcrank']","['Nautilus', 'Morgana', 'Malzahar', 'Master Yi', 'Pantheon']","['Gnar', 'Lee Sin', 'Neeko', 'Caitlyn', 'Nami']","['Shen', 'Gwen', 'Sylas', 'Jinx', 'Zyra']",0,"[150, 64, 518, 51, 267, 98, 887, 517, 222, 143, 0]"
LA1_1643701306,15.16.704.6097,420,1755657874598,"[11, 523, 84, 25, 23]","[-1, 80, 99, 804, 7]","[74, 2, 112, 145, 89]","[6, 56, 90, 67, 63]",RED,5,5,"['Master Yi', 'Aphelios', 'Akali', 'Morgana', 'Tryndamere']","['NoBan', 'Pantheon', 'Lux', 'Yunara', 'LeBlanc']","['Heimerdinger', 'Olaf', 'Viktor', ""Kai'Sa"", 'Leona']","['Urgot', 'Nocturne', 'Malzahar', 'Vayne', 'Brand']",0,"[74, 2, 112, 145, 89, 6, 56, 90, 67, 63, 0]"
LA1_1642606760,15.16.704.6097,420,1755308449488,"[-1, 902, 106, -1, 800]","[19, 25, 117, 83, 517]","[54, 233, 45, 21, 143]","[10, 234, 134, 804, 111]",RED,5,5,"['NoBan', 'Milio', 'Volibear', 'NoBan', 'Mel']","['Warwick', 'Morgana', 'Lulu', 'Yorick', 'Sylas']","['Malphite', 'Briar', 'Veigar', 'Miss Fortune', 'Zyra']","['Kayle', 'Viego', 'Syndra', 'Yunara', 'Nautilus']",0,"[54, 233, 45, 21, 143, 10, 234, 134, 804, 111, 0]"
LA1_1644153715,15.16.704.6097,420,1755825360390,"[78, 117, -1, 910, 420]","[238, 31, 96, 122, 25]","[58, 203, 131, 360, 57]","[875, 11, 127, 523, 16]",BLUE,5,5,"['Poppy', 'Lulu', 'NoBan', 'Hwei', 'Illaoi']","['Zed', ""Cho'Gath"", ""Kog'Maw"", 'Darius', 'Morgana']","['Renekton', 'Kindred', 'Diana', 'Samira', 'Maokai']","['Sett', 'Master Yi', 'Lissandra', 'Aphelios', 'Soraka']",1,"[58, 203, 131, 360, 57, 875, 11, 127, 523, 16, 1]"
LA1_1642452025,15.16.704.6097,420,1755239928274,"[80, 804, 75, 143, 35]","[84, -1, 35, 238, 75]","[23, 141, 800, 202, 99]","[17, 234, 134, 15, 555]",BLUE,5,5,"['Pantheon', 'Yunara', 'Nasus', 'Zyra', 'Shaco']","['Akali', 'NoBan', 'Shaco', 'Zed', 'Nasus']","['Tryndamere', 'Kayn', 'Mel', 'Jhin', 'Lux']","['Teemo', 'Viego', 'Syndra', 'Sivir', 'Pyke']",1,"[23, 141, 800, 202, 99, 17, 234, 134, 15, 555, 1]"
LA1_1642889121,15.16.704.6097,420,1755395502948,"[25, 67, 106, 98, 84]","[84, 202, 83, 238, 11]","[126, 113, 800, 360, 497]","[266, 82, 45, 21, 40]",BLUE,5,5,"['Morgana', 'Vayne', 'Volibear', 'Shen', 'Akali']","['Akali', 'Jhin', 'Yorick', 'Zed', 'Master Yi']","['Jayce', 'Sejuani', 'Mel', 'Samira', 'Rakan']","['Aatrox', 'Mordekaiser', 'Veigar', 'Miss Fortune', 'Janna']",1,"[126, 113, 800, 360, 497, 266, 82, 45, 21, 40, 1]"
LA1_1643804266,15.16.704.6097,420,1755706653564,"[804, 154, 555, 893, -1]","[141, 202, 82, 56, 63]","[58, 19, 54, 115, 26]","[75, 517, 134, 67, 267]",RED,5,5,"['Yunara', 'Zac', 'Pyke', 'Aurora', 'NoBan']","['Kayn', 'Jhin', 'Mordekaiser', 'Nocturne', 'Brand']","['Renekton', 'Warwick', 'Malphite', 'Ziggs', 'Zilean']","['Nasus', 'Sylas', 'Syndra', 'Vayne', 'Nami']",0,"[58, 19, 54, 115, 26, 75, 517, 134, 67, 267, 0]"
LA1_1642015308,15.16.702.7993,420,1755110955615,"[11, 6, 902, 43, 238]","[90, 238, 420, 267, 5]","[19, 141, 45, 21, 800]","[10, 121, 103, 145, 37]",BLUE,5,5,"['Master Yi', 'Urgot', 'Milio', 'Karma', 'Zed']","['Malzahar', 'Zed', 'Illaoi', 'Nami', 'Xin Zhao']","['Warwick', 'Kayn', 'Veigar', 'Miss Fortune', 'Mel']","['Kayle', ""Kha'Zix"", 'Ahri', ""Kai'Sa"", 'Sona']",1,"[19, 141, 45, 21, 800, 10, 121, 103, 145, 37, 1]"
LA1_1644851144,15.16.706.7476,420,1756062534538,"[-1, 19, 360, 84, 875]","[234, 53, 22, 82, 36]","[23, 91, 90, 202, 99]","[106, 141, 1, 804, 143]",RED,5,5,"['NoBan', 'Warwick', 'Samira', 'Akali', 'Sett']","['Viego', 'Blitzcrank', 'Ashe', 'Mordekaiser', 'Dr. Mundo']","['Tryndamere', 'Talon', 'Malzahar', 'Jhin', 'Lux']","['Volibear', 'Kayn', 'Annie', 'Yunara', 'Zyra']",0,"[23, 91, 90, 202, 99, 106, 141, 1, 804, 143, 0]"
LA1_1643563278,15.16.704.6097,420,1755619251943,"[7, 53, 233, 122, 895]","[11, 51, 233, 202, 800]","[82, 19, 166, 21, 902]","[14, 35, 34, 804, 59]",RED,5,5,"['LeBlanc', 'Blitzcrank', 'Briar', 'Darius', 'Nilah']","['Master Yi', 'Caitlyn', 'Briar', 'Jhin', 'Mel']","['Mordekaiser', 'Warwick', 'Akshan', 'Miss Fortune', 'Milio']","['Sion', 'Shaco', 'Anivia', 'Yunara', 'Jarvan IV']",0,"[82, 19, 166, 21, 902, 14, 35, 34, 804, 59, 0]"
LA1_1644892108,15.16.706.7476,420,1756071792836,"[80, 201, 9, 122, 90]","[90, 19, 804, 82, 25]","[84, 234, 45, 523, 235]","[41, 59, 157, 202, 143]",RED,5,5,"['Pantheon', 'Braum', 'Fiddlesticks', 'Darius', 'Malzahar']","['Malzahar', 'Warwick', 'Yunara', 'Mordekaiser', 'Morgana']","['Akali', 'Viego', 'Veigar', 'Aphelios', 'Senna']","['Gangplank', 'Jarvan IV', 'Yasuo', 'Jhin', 'Zyra']",0,"[84, 234, 45, 523, 235, 41, 59, 157, 202, 143, 0]"
LA1_1642177239,15.16.704.1925,420,1755146786721,"[131, 222, 8, 233, 887]","[35, -1, 117, 39, 84]","[83, 48, 800, 202, 89]","[36, 77, 90, 51, 25]",RED,5,5,"['Diana', 'Jinx', 'Vladimir', 'Briar', 'Gwen']","['Shaco', 'NoBan', 'Lulu', 'Irelia', 'Akali']","['Yorick', 'Trundle', 'Mel', 'Jhin', 'Leona']","['Dr. Mundo', 'Udyr', 'Malzahar', 'Caitlyn', 'Morgana']",0,"[83, 48, 800, 202, 89, 36, 77, 90, 51, 25, 0]"
LA1_1642055366,15.16.704.1925,420,1755123634111,"[122, 53, -1, 11, 39]","[804, 800, 234, 233, 164]","[82, 141, 13, 81, 910]","[106, 35, 99, 202, 147]",RED,5,5,"['Darius', 'Blitzcrank', 'NoBan', 'Master Yi', 'Irelia']","['Yunara', 'Mel', 'Viego', 'Briar', 'Camille']","['Mordekaiser', 'Kayn', 'Ryze', 'Ezreal', 'Hwei']","['Volibear', 'Shaco', 'Lux', 'Jhin', 'Seraphine']",0,"[82, 141, 13, 81, 910, 106, 35, 99, 202, 147, 0]"
LA1_1643757304,15.16.704.6097,420,1755667613908,"[800, 420, 238, 902, 19]","[555, 39, 245, 64, 360]","[2, 80, 115, 804, 89]","[31, 104, 90, 51, 16]",RED,5,5,"['Mel', 'Illaoi', 'Zed', 'Milio', 'Warwick']","['Pyke', 'Irelia', 'Ekko', 'Lee Sin', 'Samira']","['Olaf', 'Pantheon', 'Ziggs', 'Yunara', 'Leona']","[""Cho'Gath"", 'Graves', 'Malzahar', 'Caitlyn', 'Soraka']",0,"[2, 80, 115, 804, 89, 31, 104, 90, 51, 16, 0]"
LA1_1643593276,15.16.704.6097,420,1755631703916,"[267, 82, 35, 131, 804]","[800, 48, 63, 35, 17]","[14, 64, 3, 145, 143]","[36, 234, 13, 15, 43]",BLUE,5,5,"['Nami', 'Mordekaiser', 'Shaco', 'Diana', 'Yunara']","['Mel', 'Trundle', 'Brand', 'Shaco', 'Teemo']","['Sion', 'Lee Sin', 'Galio', ""Kai'Sa"", 'Zyra']","['Dr. Mundo', 'Viego', 'Ryze', 'Sivir', 'Karma']",1,"[14, 64, 3, 145, 143, 36, 234, 13, 15, 43, 1]"
LA1_1643990664,15.16.704.6097,420,1755753296924,"[157, 360, 55, 122, 11]","[517, 360, 122, 141, 25]","[6, 200, 893, 498, 99]","[106, 234, 84, 110, 412]",BLUE,5,5,"['Yasuo', 'Samira', 'Katarina', 'Darius', 'Master Yi']","['Sylas', 'Samira', 'Darius', 'Kayn', 'Morgana']","['Urgot', ""Bel'Veth"", 'Aurora', 'Xayah', 'Lux']","['Volibear', 'Viego', 'Akali', 'Varus', 'Thresh']",1,"[6, 200, 893, 498, 99, 106, 234, 84, 110, 412, 1]"
LA1_1643035643,15.16.704.6097,420,1755451620688,"[-1, -1, 136, 902, 799]","[420, 117, 234, 902, -1]","[266, 131, 8, 29, 53]","[58, 78, 90, 15, 517]",BLUE,5,5,"['NoBan', 'NoBan', 'Aurelion Sol', 'Milio', 'Ambessa']","['Illaoi', 'Lulu', 'Viego', 'Milio', 'NoBan']","['Aatrox', 'Diana', 'Vladimir', 'Twitch', 'Blitzcrank']","['Renekton', 'Poppy', 'Malzahar', 'Sivir', 'Sylas']",1,"[266, 131, 8, 29, 53, 58, 78, 90, 15, 517, 1]"
LA1_1642797235,15.16.704.6097,420,1755376703989,"[53, 7, 141, 150, -1]","[-1, 35, 117, 3, 83]","[54, 238, 4, 222, 902]","[79, 234, 126, 523, 432]",RED,5,5,"['Blitzcrank', 'LeBlanc', 'Kayn', 'Gnar', 'NoBan']","['NoBan', 'Shaco', 'Lulu', 'Galio', 'Yorick']","['Malphite', 'Zed', 'Twisted Fate', 'Jinx', 'Milio']","['Gragas', 'Viego', 'Jayce', 'Aphelios', 'Bard']",0,"[54, 238, 4, 222, 902, 79, 234, 126, 523, 432, 0]"
LA1_1643419595,15.16.704.6097,420,1755564449407,"[31, -1, 555, 35, 80]","[45, 11, 901, 800, 83]","[14, 77, 246, 110, 143]","[266, 131, 157, 804, 147]",RED,5,5,"[""Cho'Gath"", 'NoBan', 'Pyke', 'Shaco', 'Pantheon']","['Veigar', 'Master Yi', 'Smolder', 'Mel', 'Yorick']","['Sion', 'Udyr', 'Qiyana', 'Varus', 'Zyra']","['Aatrox', 'Diana', 'Yasuo', 'Yunara', 'Seraphine']",0,"[14, 77, 246, 110, 143, 266, 131, 157, 804, 147, 0]"
LA1_1642966347,15.16.704.6097,420,1755409308437,"[141, 804, 111, 114, 238]","[25, 119, 238, 420, 131]","[67, 35, 105, 202, 99]","[74, 11, 45, 21, 800]",RED,5,5,"['Kayn', 'Yunara', 'Nautilus', 'Fiora', 'Zed']","['Morgana', 'Draven', 'Zed', 'Illaoi', 'Diana']","['Vayne', 'Shaco', 'Fizz', 'Jhin', 'Lux']","['Heimerdinger', 'Master Yi', 'Veigar', 'Miss Fortune', 'Mel']",0,"[67, 35, 105, 202, 99, 74, 11, 45, 21, 800, 0]"
LA1_1644943508,15.16.706.7476,420,1756082248445,"[29, 141, 83, 166, 902]","[420, 902, 28, 90, 122]","[106, 238, 55, 202, 25]","[14, 887, 45, 236, 421]",BLUE,5,5,"['Twitch', 'Kayn', 'Yorick', 'Akshan', 'Milio']","['Illaoi', 'Milio', 'Evelynn', 'Malzahar', 'Darius']","['Volibear', 'Zed', 'Katarina', 'Jhin', 'Morgana']","['Sion', 'Gwen', 'Veigar', 'Lucian', ""Rek'Sai""]",1,"[106, 238, 55, 202, 25, 14, 887, 45, 236, 421, 1]"
LA1_1643012855,15.16.704.6097,420,1755442132739,"[74, 234, 53, 63, 238]","[54, 420, 77, 117, 51]","[266, 421, 112, 895, 267]","[82, 11, 90, 901, 35]",BLUE,5,5,"['Heimerdinger', 'Viego', 'Blitzcrank', 'Brand', 'Zed']","['Malphite', 'Illaoi', 'Udyr', 'Lulu', 'Caitlyn']","['Aatrox', ""Rek'Sai"", 'Viktor', 'Nilah', 'Nami']","['Mordekaiser', 'Master Yi', 'Malzahar', 'Smolder', 'Shaco']",1,"[266, 421, 112, 895, 267, 82, 11, 90, 901, 35, 1]"
LA1_1642883809,15.16.704.6097,420,1755395043500,"[143, 90, 799, 25, 11]","[39, -1, 10, 54, 902]","[516, 876, 238, 222, 16]","[82, 64, 8, 145, 53]",RED,5,5,"['Zyra', 'Malzahar', 'Ambessa', 'Morgana', 'Master Yi']","['Irelia', 'NoBan', 'Kayle', 'Malphite', 'Milio']","['Ornn', 'Lillia', 'Zed', 'Jinx', 'Soraka']","['Mordekaiser', 'Lee Sin', 'Vladimir', ""Kai'Sa"", 'Blitzcrank']",0,"[516, 876, 238, 222, 16, 82, 64, 8, 145, 53, 0]"
LA1_1643497014,15.16.704.6097,420,1755577364346,"[238, 236, 99, 75, 133]","[150, 51, 497, 105, 141]","[122, 876, 157, 110, 45]","[887, 104, 517, 42, 555]",RED,5,5,"['Zed', 'Lucian', 'Lux', 'Nasus', 'Quinn']","['Gnar', 'Caitlyn', 'Rakan', 'Fizz', 'Kayn']","['Darius', 'Lillia', 'Yasuo', 'Varus', 'Veigar']","['Gwen', 'Graves', 'Sylas', 'Corki', 'Pyke']",0,"[122, 876, 157, 110, 45, 887, 104, 517, 42, 555, 0]"
LA1_1642879913,15.16.704.6097,420,1755394413920,"[48, 89, 62, 122, 11]","[105, 18, -1, 25, 122]","[420, 238, 161, 67, 147]","[82, 9, 86, 221, 432]",BLUE,5,5,"['Trundle', 'Leona', 'Wukong', 'Darius', 'Master Yi']","['Fizz', 'Tristana', 'NoBan', 'Morgana', 'Darius']","['Illaoi', 'Zed', ""Vel'Koz"", 'Vayne', 'Seraphine']","['Mordekaiser', 'Fiddlesticks', 'Garen', 'Zeri', 'Bard']",1,"[420, 238, 161, 67, 147, 82, 9, 86, 221, 432, 1]"
